budget,revenue,company
93000000,368780809,Universal Studios
93000000,368780809,Amblin Entertainment
58000000,102854431,DreamWorks SKG
58000000,102854431,UIP
58000000,102854431,MacDonald/Parkes Productions
28000000,38159905,Regency Enterprises
28000000,38159905,Cheyenne Enterprises
28000000,38159905,New Regency Pictures
100000000,35168966,Paramount Pictures
100000000,35168966,Intermedia Films
100000000,35168966,National Geographic Society
100000000,35168966,New Regency Pictures
100000000,35168966,Palomar Pictures (II)
100000000,35168966,First Light Production
48000000,50315140,Intermedia Films
48000000,50315140,Lawrence Gordon Productions
48000000,50315140,Pathé Pictures International
48000000,50315140,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
30000000,37036004,Spyglass Entertainment
30000000,37036004,Touchstone Pictures
30000000,37036004,Triple Threat Talent
45000000,56070433,Universal Pictures
1500000,7412216,Miramax Films
30000000,152159461,Miramax Films
30000000,152159461,A Band Apart
30000000,152159461,Super Cool ManChu
1500000,418961,Live Entertainment
15000000,201957688,Imagine Entertainment
15000000,201957688,Universal Pictures
207000000,55e7,WingNut Films
207000000,55e7,Universal Pictures
207000000,55e7,Big Primate Pictures
207000000,55e7,MFPV Film
130000000,211643158,Studio Babelsberg
130000000,211643158,Twentieth Century Fox Film Corporation
130000000,211643158,Scott Free Productions
130000000,211643158,Kanzaman
130000000,211643158,Dune Films
130000000,211643158,BK
130000000,211643158,KOH
130000000,211643158,Reino del Cielo
130000000,211643158,Inside Track 3
130000000,211643158,Calle Cruzada
500000,17e6,Arachnid Productions Ltd.
27000000,25023434,Motion Picture Corporation of America
27000000,25023434,Metro-Goldwyn-Mayer (MGM)
15000000,15785148,Silver Pictures
15000000,15785148,Warner Bros.
25000000,64437847,Twentieth Century Fox Film Corporation
25000000,64437847,Current Entertainment
25000000,64437847,Immortal Entertainment
25000000,64437847,Canal+
25000000,64437847,EuropaCorp
25000000,64437847,Quality Growth International Ltd.
27000000,60527873,Paramount Pictures
27000000,60527873,Rysher Entertainment
1000000,10013424,Fox Searchlight Pictures
1000000,10013424,Eden Wurmfeld Films
1000000,10013424,Cineric
1000000,10013424,Michael Alden Productions
1000000,10013424,Brad Zions Films
15000000,12e6,Lawrence Bender Productions
28000000,5684789,Touchstone Pictures
130000000,631744560,DreamWorks Animation
35000000,126216940,Regency Enterprises
35000000,126216940,Wolper Organization
35000000,126216940,Warner Bros.
6500000,54215416,Columbia Pictures Corporation
6500000,54215416,New Visions Pictures
75000000,42285169,Legendary Pictures
75000000,42285169,Warner Bros.
75000000,42285169,Blinding Edge Pictures
20000000,18432e3,Twentieth Century Fox Film Corporation
20000000,18432e3,Warner Bros.
27000000,56870414,Fox 2000 Pictures
27000000,56870414,Phoenix Pictures
27000000,56870414,Rocking Chair Productions
20000000,27640028,Screen Gems
20000000,27640028,Overbrook Entertainment
15000000,46770602,Universal Pictures
15000000,46770602,Atmosphere Entertainment MM
15000000,46770602,Romero-Grunwald Productions
15000000,46770602,Exception Wild Bunch
95000000,156505388,Paramount Pictures
95000000,156505388,Toho-Towa
95000000,156505388,Mutual Film Company
95000000,156505388,Lawrence Gordon Productions
95000000,156505388,British Broadcasting Corporation (BBC)
95000000,156505388,October Pictures
95000000,156505388,Eidos Interactive
115000000,274703340,Paramount Pictures
115000000,274703340,Toho-Towa
115000000,274703340,Mutual Film Company
115000000,274703340,Lawrence Gordon Productions
115000000,274703340,British Broadcasting Corporation (BBC)
115000000,274703340,Marubeni
115000000,274703340,Eidos Interactive
12000000,11293663,Sidney Kimmel Entertainment
12000000,11293663,Metro-Goldwyn-Mayer (MGM)
12000000,11293663,Lars Productions
85000000,137298489,Columbia Pictures Corporation
85000000,137298489,Oak Productions
45000000,38399961,Paramount Pictures
850000,819939,TLA Releasing
15000000,69995385,Horizon Pictures (II)
28000000,30016165,New Line Cinema
28000000,30016165,Irish Dreamtime
28000000,30016165,Deep River Productions
28000000,30016165,Initial Entertainment Group (IEG)
6500000,11850214,Sony Pictures Classics
6500000,11850214,Marv Films
35866397,20217080,Bac Films
35866397,20217080,Pandora Filmproduktion
35866397,20217080,Procirep
35866397,20217080,Galatée Films
35866397,20217080,Eurimages
35866397,20217080,Canal+
35866397,20217080,Westdeutscher Rundfunk (WDR)
35866397,20217080,Télévision Suisse-Romande (TSR)
35866397,20217080,Wanda Visión S.A.
35866397,20217080,Conseil Régional de Franche-Comté
35866397,20217080,Eyescreen S.r.l.
35866397,20217080,France 2 Cinéma
35866397,20217080,Les Productions de la Guéville
35866397,20217080,Centre National de la Cinématographie (CNC)
14000000,19777647,France 3 Cinéma
14000000,19777647,The Kennedy/Marshall Company
14000000,19777647,Pathé Renn Productions
14000000,19777647,Banques Populaire Image 7
14000000,19777647,Canal+
14000000,19777647,CinéCinéma
14000000,19777647,C.R.R.A.V. Nord Pas de Calais
14000000,19777647,Région Nord-Pas-de-Calais
58000000,41299492,Universal Pictures
58000000,41299492,Casey Silver Productions
58000000,41299492,Outlaw Productions (I)
58000000,41299492,Smokehouse Pictures
3600000,498e5,United Artists
3600000,498e5,Intial Productions
16000000,19682924,Stoney Lake Entertainment
45000000,124914842,Type A Films
45000000,124914842,Marc Platt Productions
45000000,124914842,Metro-Goldwyn-Mayer (MGM)
25000000,42972994,Working Title Films
25000000,42972994,Cross Creek Pictures
25000000,42972994,Anton Capital Entertainment (ACE)
4000000,4630045,Universal Pictures
35000000,321731527,Silver Pictures
35000000,321731527,Warner Bros.
140000000,285444603,Silver Pictures
140000000,285444603,Donner/Shuler-Donner Productions
140000000,285444603,Warner Bros.
19000000,68673228,DreamWorks SKG
19000000,68673228,Amblin Entertainment
19000000,68673228,Malpaso Productions
19000000,68673228,Warner Bros.
45000000,181e6,Imagine Entertainment
45000000,181e6,Universal Pictures
32000000,156167015,Eon Productions
35000000,69307224,Village Roadshow Pictures
35000000,69307224,Robert Simonds Productions
35000000,69307224,Warner Bros.
35000000,69307224,Phoenix Pictures
35000000,69307224,Underground
35000000,69307224,Proposal Productions
4500000,744816,Werc Werk Works
40000000,16872671,Regency Enterprises
40000000,16872671,Epsilon Motion Pictures
40000000,16872671,Davis Entertainment
40000000,16872671,New Regency Pictures
40000000,16872671,Monarchy Enterprises S.a.r.l.
40000000,16872671,Atchity Entertainment International (AEI)
80000000,145771527,Walt Disney Pictures
80000000,145771527,Walt Disney Feature Animation
35000000,63215872,Cruise/Wagner Productions
35000000,63215872,United Artists
35000000,63215872,Wildwood Enterprises
35000000,63215872,Andell Entertainment
35000000,63215872,Metro-Goldwyn-Mayer (MGM)
35000000,63215872,Brat Na Pont Productions
35000000,22034832,Revolution Studios
35000000,22034832,Blue Star Pictures
26000000,14821658,New Line Cinema
26000000,14821658,Standard Film Company
26000000,14821658,Bona Fide Productions
64000000,101595121,Revolution Studios
64000000,101595121,Wayans Bros. Entertainment
8000000,100523181,Fox Searchlight Pictures
8000000,100523181,Bona Fide Productions
8000000,100523181,Big Beach Films
7000000,161777836,United Artists
7000000,161777836,Eon Productions
7000000,161777836,Danjaq
110000000,383531464,Ingenious Film Partners
110000000,383531464,Twentieth Century Fox Film Corporation
110000000,383531464,Dune Entertainment
110000000,383531464,Cheyenne Enterprises
110000000,383531464,Wintergreen Productions
12000000,12902790,New Line Cinema
12000000,12902790,Jersey Films
1350000,3897569,Handmade Films Ltd.
1350000,3897569,Summit Entertainment
1350000,3897569,PolyGram Filmed Entertainment
1350000,3897569,SKA Films
1350000,3897569,The Steve Tisch Company
9000000,25e6,Metro-Goldwyn-Mayer (MGM)
1530000,7267585,X-Filme Creative Pool
1530000,7267585,Westdeutscher Rundfunk (WDR)
2000000,925e4,Seven Arts Productions
2000000,925e4,Allied Artists
2000000,925e4,Transworld Pictures
80000000,68514844,Lonely Film Productions GmbH & Co. KG.
80000000,68514844,Warner Bros. Animation
80000000,68514844,Warner Bros.
80000000,68514844,Goldmann Pictures
80000000,68514844,Baltimore Spring Creek Productions
80000000,68514844,Warner Bros. Feature Animation
42000000,24127895,Saturn Films
42000000,24127895,Ascendant Pictures
42000000,24127895,Endgame Entertainment
42000000,24127895,Entertainment Manufacturing Company
42000000,24127895,Rising Star
42000000,24127895,Copag V
25000000,13411957,Columbia Pictures
25000000,13411957,TriStar Pictures
4000000,146402,Vía Digital
4000000,146402,Eurimages
4000000,146402,Continental Producciones
4000000,146402,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)
4000000,146402,Televisión de Galicia (TVG) S.A.
4000000,146402,Antena 3 Televisión
4000000,146402,Sogepaq
4000000,146402,Elías Querejeta Producciones Cinematográficas S.L.
4000000,146402,Mediapro
4000000,146402,Quo Vadis Cinéma
4000000,146402,Eyescreen S.r.l.
7000000,1246141,Tijuana Productions
7000000,1246141,Tiberius Film Productions
80000000,136159423,New Line Cinema
80000000,136159423,Irwin Allen Productions
80000000,136159423,Prelude Pictures
80000000,136159423,Saltire Entertainment
4000000,119723856,American Zoetrope
20000000,27728118,40 Acres & A Mule Filmworks
40000000,244931766,Universal Pictures
40000000,244931766,DNA Films
40000000,244931766,StudioCanal
40000000,244931766,Working Title Films
45000000,4607608,New Line Cinema
45000000,4607608,Grosvenor Park Media Ltd.
1000000,9e6,Twentieth Century Fox Film Corporation
50000000,10541523,Warner Bros.
50000000,10541523,Arnold Kopelson Productions
400000,1e8,Kennedy Miller Productions
400000,1e8,Mad Max Films
400000,1e8,Crossroads
2000000,24600832,Kennedy Miller Productions
12305523,36230219,Kennedy Miller Productions
75000000,532680671,DreamWorks SKG
75000000,532680671,Pacific Data Images (PDI)
75000000,532680671,DreamWorks Animation
150000000,603900354,DreamWorks Animation
5000000,5476060,Artisan Entertainment
40000000,84601681,Columbia Pictures
40000000,84601681,Original Film
6000000,57231524,Lions Gate Films
37000000,48451803,New Line Cinema
37000000,48451803,Ghoulardi Film Company
37000000,48451803,The Magnolia Project
55000000,154906693,Red Om Films
3800000,14873,Columbia Pictures Corporation
3800000,14873,Jerry Bresler Productions
11000000,49797148,Paramount Pictures
11000000,49797148,Mirage Enterprises
34000000,48169908,JVC Entertainment
34000000,48169908,40 Acres & A Mule Filmworks
34000000,48169908,Warner Bros.
6000000,2122561,Gramercy Pictures
6000000,2122561,Alphaville Films
6000000,2122561,View Askew Productions
52000000,609841637,Universal Pictures
52000000,609841637,Internationale Filmproduktion Richter
52000000,609841637,Playtone
52000000,609841637,Relativity Media
52000000,609841637,Littlestar
20000000,41237648,Universal Pictures
20000000,41237648,Morgan Creek Productions
70000000,130293714,Regency Enterprises
70000000,130293714,Fox 2000 Pictures
70000000,130293714,Epsilon Motion Pictures
70000000,130293714,Scott Free Productions
70000000,130293714,New Regency Pictures
82000000,47434430,Mutual Film Company
14200000,674918,Zentropa Entertainments
14200000,674918,Danmarks Radio (DR)
14200000,674918,Arte
14200000,674918,Memfis Film
14200000,674918,Isabella Films BV
14200000,674918,Degeto Film
14200000,674918,Ognon Pictures
14200000,674918,Sveriges Television (SVT)
14200000,674918,Canal+
14200000,674918,Yleisradio (YLE)
14200000,674918,Arte France Cinéma
14200000,674918,Westdeutscher Rundfunk (WDR)
14200000,674918,Alan Young Pictures
14200000,674918,Nederlandse Programma Stichting (NPS)
14200000,674918,Canal+ Television AB
14200000,674918,Film i Väst
14200000,674918,Invicta Capital
14200000,674918,Edith Film Oy
14200000,674918,Pain Unlimited GmbH Filmproduktion
14200000,674918,Sigma Films
14200000,674918,Manderlay
6000000,31081,La Petite Reine
6000000,31081,Studio 37
6000000,31081,Canal+
6000000,31081,Ciné+
12806000,38535221,Canal Plus
12806000,38535221,Sogecine
12806000,38535221,Himenóptero
12806000,38535221,Eurimages
12806000,38535221,Televisión Española (TVE)
12806000,38535221,Union Générale Cinématographique (UGC)
12806000,38535221,Televisión de Galicia (TVG) S.A.
12806000,38535221,Ministerio de Cultura
12806000,38535221,Sogepaq
12806000,38535221,Eyescreen S.r.l.
12806000,38535221,Filmanova
20000000,1675706,Paramount Pictures
40000000,60474340,American Zoetrope
40000000,60474340,Columbia Pictures Corporation
40000000,60474340,Pricel
40000000,60474340,Tohokushinsha Film
40000000,60474340,Commission du Film France
40000000,60474340,Commission du Film Île-de-France
70000000,101371017,Tim Burton Productions
6000000,102272727,Walt Disney Productions
47000000,12379402,TriStar Pictures
47000000,12379402,NFH Productions
150000000,212011111,Universal Pictures
150000000,212011111,Twentieth Century Fox Film Corporation
150000000,212011111,Samuel Goldwyn Films
150000000,212011111,Miramax
15000000,85306374,DreamWorks
20000000,43967255,Sunswept Entertainment
20000000,43967255,Warner Bros.
20000000,43967255,Metro-Goldwyn-Mayer (MGM)
20000000,43967255,Reel Chefs Catering
12000000,17292381,Walt Disney Pictures
12000000,17292381,Karz Entertainment
35000000,85416905,Dune Entertainment
35000000,85416905,Firm Films
35000000,85416905,Collision Entertainment
35000000,85416905,Abandon Entertainment
35000000,85416905,Foxtor Productions
35000000,85416905,Depth Entertainment
25000000,51702483,Columbia Pictures
500000,150277,A Loopy Production LLC
500000,150277,2 Loop Films
51000000,149270999,Twentieth Century Fox Film Corporation
51000000,149270999,Conundrum Entertainment
500000,603943,Whitewater Films
17000000,129042871,Paramount Pictures
17000000,129042871,Broadway Video
17000000,129042871,M.G. Films
500000,3e6,Scorsese Productions
60000000,50650079,Twentieth Century Fox Film Corporation
60000000,50650079,Dune Entertainment
60000000,50650079,Regency Enterprises
60000000,50650079,Guy Walks into a Bar Productions
60000000,50650079,Deep River Productions
60000000,50650079,Friendly Films (II)
90000000,142940100,Universal Pictures
90000000,142940100,City Light Films
24000000,4562146,Walt Disney Pictures
80000000,516642939,DreamWorks SKG
80000000,516642939,Universal Pictures
80000000,516642939,Everyman Pictures
80000000,516642939,Tribeca Productions
55000000,330444045,DreamWorks SKG
55000000,330444045,Universal Pictures
55000000,330444045,Tribeca Productions
55000000,330444045,Nancy Tenenbaum Films
30000000,84646831,Regency Enterprises
30000000,84646831,New Regency Pictures
9000000,39723096,Summit Entertainment
9000000,39723096,Newmarket Capital Group
9000000,39723096,Team Todd
9000000,39723096,I Remember Productions
85000000,162242962,DreamWorks SKG
85000000,162242962,Spyglass Entertainment
